unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
590,qm38267,arizona,2666.05454,no,basic,high school or below,2011-01-21,employed,f,86321,suburban,married,66,7.0,25,0.0,1,personal auto,personal l1,offer3,call center,316.8,four-door car,medsize,a,1
591,vz59523,arizona,5704.977144,no,basic,doctor,2011-01-21,employed,m,50695,rural,married,71,31.0,30,0.0,5,personal auto,personal l3,offer1,call center,110.567069,two-door car,large,a,1
592,ix10511,california,3875.541141,no,basic,college,2011-02-08,unemployed,m,0,suburban,single,117,11.0,29,0.0,1,personal auto,personal l3,offer1,branch,842.4,sports car,medsize,a,2
593,uf36353,oregon,10914.20446,no,extended,college,2011-01-02,employed,m,71656,rural,married,137,3.0,88,0.0,8,special auto,special l3,offer3,branch,61.915326,suv,medsize,a,1
594,dm59806,california,3571.34607,no,extended,doctor,2011-02-13,employed,f,73853,suburban,single,89,7.0,35,0.0,1,personal auto,personal l3,offer2,agent,427.2,four-door car,small,a,2
595,tn17395,california,22103.5072,no,basic,college,2011-01-30,unemployed,m,0,suburban,married,102,35.0,48,0.0,2,personal auto,personal l3,offer1,branch,489.6,suv,medsize,a,1
596,vq20924,arizona,7138.167712,no,extended,high school or below,2011-02-10,disabled,f,19794,suburban,married,93,24.0,80,0.0,8,corporate auto,corporate l3,offer2,agent,603.077136,two-door car,large,a,2
597,ep64069,california,5138.244998,no,basic,bachelor,2011-01-08,employed,f,72264,urban,married,64,2.0,66,0.0,9,corporate auto,corporate l3,offer3,web,272.649844,four-door car,medsize,a,1
598,ow33876,washington,2476.480866,no,basic,college,2011-02-14,employed,f,47918,urban,married,62,15.149070740488469,51,0.384256105867471,1,corporate auto,corporate l3,offer2,call center,246.256648,two-door car,medsize,a,2
599,qk18099,washington,5375.842787,no,basic,college,2011-01-12,employed,f,69050,suburban,married,67,17.0,38,0.0,3,personal auto,personal l2,offer3,web,334.892437,four-door car,large,a,1
600,im41800,nevada,8268.272933,no,basic,college,2011-02-02,employed,m,95419,suburban,married,70,6.0,61,3.0,2,personal auto,personal l3,offer3,web,336.0,four-door car,medsize,a,2
601,oa92714,california,5055.902381,no,basic,bachelor,2011-01-10,employed,f,88989,urban,married,63,19.0,28,1.0,3,personal auto,personal l3,offer3,call center,232.745161,four-door car,medsize,a,1
602,lz12396,arizona,4795.387295,no,basic,bachelor,2011-02-05,employed,f,33068,urban,married,61,6.0,77,1.0,6,personal auto,personal l1,offer1,branch,213.038013,four-door car,medsize,a,2
603,bc77846,nevada,6325.030596,no,extended,high school or below,2011-02-28,unemployed,m,0,suburban,married,89,4.0,86,0.0,7,personal auto,personal l2,offer3,agent,614.572672,two-door car,medsize,a,2
604,cc15295,oregon,9743.350113,no,extended,bachelor,2011-01-21,employed,f,24028,suburban,married,82,14.0,27,0.0,2,personal auto,personal l2,offer2,agent,393.6,four-door car,small,a,1
605,od18225,california,6631.665538,no,extended,college,2011-01-18,employed,m,32918,suburban,married,84,33.0,69,0.0,3,personal auto,personal l2,offer3,agent,403.2,four-door car,medsize,a,1
606,qc55306,washington,31162.6933,no,extended,high school or below,2011-01-15,employed,m,83170,urban,married,97,0.0,53,0.0,2,personal auto,personal l2,offer2,agent,344.118069,four-door car,medsize,a,1
607,bt57285,california,4563.872603,no,extended,high school or below,2011-02-13,unemployed,m,0,suburban,married,124,32.0,39,0.0,1,personal auto,personal l1,offer1,agent,595.2,suv,medsize,a,2
608,ct88432,arizona,4883.805481,no,basic,bachelor,2011-02-17,employed,f,58682,urban,married,61,24.0,34,0.0,4,corporate auto,corporate l3,offer1,branch,206.810286,four-door car,medsize,a,2
609,le41874,nevada,5140.11289,no,extended,high school or below,2011-01-08,unemployed,f,0,suburban,married,138,22.0,18,0.0,1,corporate auto,corporate l3,offer1,agent,900.617364,suv,small,a,1
610,dv62119,arizona,3548.148767,no,extended,doctor,2011-02-28,employed,f,76114,suburban,married,88,6.0,97,0.0,1,personal auto,personal l3,offer2,agent,422.4,four-door car,medsize,a,2
611,dq79499,oregon,10541.10977,no,extended,doctor,2011-02-11,employed,f,59965,suburban,married,131,7.0,54,0.0,7,personal auto,personal l2,offer1,branch,905.030448,suv,medsize,a,2
612,nj72300,oregon,8009.028202,no,basic,bachelor,2011-01-25,unemployed,f,0,suburban,married,107,15.149070740488469,8,0.384256105867471,3,personal auto,personal l3,offer2,web,740.963933,suv,small,a,1
613,ge20220,oregon,7606.70898,no,extended,bachelor,2011-02-25,employed,f,47778,rural,married,96,2.0,81,0.0,7,personal auto,personal l3,offer2,call center,173.80879,four-door car,medsize,a,2
614,uq85283,california,30763.25637,no,basic,bachelor,2011-01-06,employed,m,41279,rural,single,115,1.0,30,0.0,2,personal auto,personal l3,offer3,agent,251.429988,sports car,medsize,a,1
615,vs20668,nevada,2726.834065,no,basic,bachelor,2011-01-16,unemployed,f,0,suburban,single,73,8.0,63,0.0,1,personal auto,personal l3,offer4,branch,376.923839,four-door car,medsize,a,1
616,eo17010,california,4751.280948,no,basic,master,2011-02-12,employed,m,30887,urban,married,119,15.0,18,0.0,1,personal auto,personal l3,offer3,agent,444.167713,suv,large,a,2
617,nf82527,arizona,2631.564135,no,basic,bachelor,2011-01-08,unemployed,m,0,suburban,married,71,11.0,68,0.0,1,personal auto,personal l3,offer2,call center,340.8,two-door car,large,a,1
618,he29300,california,38545.70689,no,basic,college,2011-01-14,employed,m,41104,urban,married,109,4.0,10,0.0,2,corporate auto,corporate l2,offer4,call center,440.030847,suv,large,a,1
619,zg17326,oregon,4988.579794,no,basic,bachelor,2011-02-11,employed,m,38928,suburban,married,64,14.0,18,0.0,8,personal auto,personal l2,offer2,agent,326.660051,four-door car,large,a,2
620,qf55724,california,2609.533154,no,basic,bachelor,2011-02-20,employed,m,60798,suburban,married,66,21.0,57,0.0,1,personal auto,personal l3,offer2,call center,316.8,four-door car,medsize,a,2
621,kp77095,arizona,15470.59658,no,premium,bachelor,2011-02-08,employed,f,68086,rural,married,194,34.0,6,0.0,3,corporate auto,corporate l2,offer2,web,218.342169,suv,large,a,2
622,he20556,arizona,5324.38786,no,basic,bachelor,2011-01-18,employed,f,31561,suburban,divorced,68,8.0,62,0.0,7,personal auto,personal l3,offer3,web,326.4,four-door car,medsize,a,1
623,ct83377,washington,3763.637743,no,extended,high school or below,2011-02-21,employed,m,93595,rural,married,97,15.0,30,4.0,1,special auto,special l2,offer4,agent,49.797016,four-door car,medsize,a,2
624,cp98451,oregon,9057.935331,no,basic,college,2011-01-02,employed,f,91025,urban,married,112,15.149070740488469,37,0.384256105867471,9,personal auto,personal l3,offer1,agent,327.682669,suv,medsize,a,1
625,hn60464,california,6105.801637,no,extended,bachelor,2011-02-16,unemployed,m,0,urban,married,84,0.0,57,0.0,5,personal auto,personal l2,offer3,branch,395.740207,four-door car,medsize,a,2
626,gf35623,california,5886.615741,no,extended,high school or below,2011-01-23,unemployed,f,0,suburban,single,81,15.149070740488469,37,0.384256105867471,4,personal auto,personal l2,offer1,branch,583.2,four-door car,small,a,1
627,pd66941,arizona,4458.113369,yes,basic,bachelor,2011-01-02,retired,m,17622,suburban,divorced,65,1.0,36,1.0,3,personal auto,personal l3,offer1,agent,312.0,four-door car,medsize,a,1
628,cz84042,oregon,2660.931663,no,basic,high school or below,2011-01-25,employed,f,53333,rural,married,66,4.0,34,0.0,1,personal auto,personal l1,offer2,branch,22.945038,two-door car,medsize,a,1
629,ql54532,california,3870.356928,no,basic,master,2011-01-17,unemployed,m,0,suburban,single,106,8.0,65,0.0,1,personal auto,personal l2,offer1,web,508.8,suv,medsize,a,1
630,hx21307,oregon,2616.613903,yes,basic,college,2011-02-25,employed,m,72302,suburban,divorced,66,6.0,27,0.0,1,personal auto,personal l3,offer1,agent,316.8,two-door car,medsize,a,2
631,sx20211,oregon,8110.305608,no,premium,college,2011-01-22,employed,m,52548,suburban,married,101,10.0,1,0.0,5,personal auto,personal l3,offer2,call center,587.504777,four-door car,medsize,a,1
632,zu88796,arizona,2448.811216,no,basic,bachelor,2011-01-21,employed,f,87802,urban,married,63,2.0,43,5.0,1,personal auto,personal l2,offer2,agent,173.899238,four-door car,small,a,1
633,jx50349,oregon,2472.469209,yes,basic,college,2011-01-20,employed,f,63860,urban,married,62,26.0,81,0.0,1,personal auto,personal l1,offer2,agent,208.598246,four-door car,medsize,a,1
634,dh34004,california,6191.402312,no,basic,college,2011-02-06,unemployed,m,0,suburban,married,199,4.0,29,3.0,1,personal auto,personal l3,offer2,web,955.2,four-door car,medsize,a,2
635,iu54219,oregon,16301.9676,yes,extended,master,2011-02-17,retired,f,19614,suburban,married,85,21.0,32,0.0,2,special auto,special l3,offer2,agent,574.024018,two-door car,medsize,a,2
636,hm94328,arizona,6047.02516,yes,extended,college,2011-02-19,employed,m,20396,suburban,married,76,15.0,60,1.0,4,corporate auto,corporate l2,offer1,branch,364.8,four-door car,medsize,a,2
637,zm86949,oregon,20635.0846,no,basic,high school or below,2011-02-17,employed,f,84106,suburban,single,64,0.0,86,0.0,2,personal auto,personal l3,offer1,branch,334.408717,two-door car,medsize,a,2
638,lc58452,california,4655.605831,no,basic,high school or below,2011-02-10,employed,m,88240,suburban,divorced,117,3.0,94,0.0,1,personal auto,personal l1,offer1,branch,561.6,suv,small,a,2
639,ps68884,california,4686.469674,yes,basic,college,2011-02-12,employed,m,58089,suburban,married,118,31.0,83,0.0,1,corporate auto,corporate l3,offer1,agent,566.4,suv,medsize,a,2
640,md73554,california,5251.983996,no,basic,college,2011-02-22,employed,m,59537,suburban,married,66,23.0,5,0.0,7,personal auto,personal l1,offer1,branch,316.8,two-door car,medsize,a,2
641,fo35655,oregon,8672.229719,no,extended,bachelor,2011-01-14,unemployed,m,0,suburban,single,245,34.0,83,0.0,1,corporate auto,corporate l3,offer1,branch,2345.413441,luxury suv,medsize,a,1
642,gx22886,arizona,3199.824902,no,extended,college,2011-01-25,employed,m,78784,urban,married,80,33.0,72,0.0,1,personal auto,personal l3,offer2,agent,239.964694,four-door car,medsize,a,1
643,pp48389,california,6871.966648,no,premium,bachelor,2011-02-25,unemployed,f,0,suburban,married,196,5.0,59,2.0,1,personal auto,personal l2,offer1,agent,940.8,sports car,medsize,a,2
644,sk12432,arizona,2388.353882,no,basic,bachelor,2011-02-14,unemployed,m,0,suburban,single,73,12.0,84,0.0,1,personal auto,personal l1,offer2,web,677.970934,four-door car,medsize,a,2
645,bz85280,oregon,7284.262288,no,basic,college,2011-02-23,medical leave,m,10334,urban,married,64,5.0,80,0.0,2,personal auto,personal l1,offer3,agent,296.962938,four-door car,medsize,a,2
646,xh71839,oregon,6739.316292,no,extended,high school or below,2011-01-18,unemployed,m,0,suburban,single,96,15.149070740488469,43,0.384256105867471,7,personal auto,personal l3,offer1,agent,1012.030163,four-door car,small,a,1
647,fy62633,oregon,9112.266649,no,extended,bachelor,2011-01-14,unemployed,m,0,suburban,single,90,21.0,21,0.0,2,personal auto,personal l1,offer1,agent,432.0,four-door car,medsize,a,1
648,rs29507,california,10395.70939,no,extended,bachelor,2011-02-10,unemployed,f,0,urban,married,95,22.0,59,0.0,2,personal auto,personal l3,offer2,agent,337.79769,four-door car,medsize,a,2
649,pd27940,arizona,4885.162511,no,extended,high school or below,2011-02-12,disabled,m,26372,suburban,married,126,11.0,7,0.0,1,personal auto,personal l3,offer4,agent,604.8,suv,medsize,a,2
650,jp58047,oregon,8332.730557,no,extended,college,2011-01-27,unemployed,m,0,suburban,married,79,7.0,72,0.0,2,personal auto,personal l3,offer2,web,379.2,four-door car,medsize,a,1
651,ds31990,oregon,5093.479191,no,basic,high school or below,2011-01-12,unemployed,m,0,rural,married,71,12.0,55,0.0,3,personal auto,personal l3,offer2,call center,150.878447,two-door car,large,a,1
652,tb71474,nevada,3141.333694,no,extended,college,2011-01-18,employed,f,24019,rural,married,79,14.0,27,0.0,1,personal auto,personal l3,offer3,branch,47.22861,four-door car,medsize,a,1
653,uk52289,arizona,2582.408525,yes,basic,bachelor,2011-02-14,employed,f,76731,urban,married,64,2.0,68,0.0,1,special auto,special l3,offer2,agent,201.455005,four-door car,medsize,a,2
654,vv47792,california,25807.063,yes,extended,college,2011-02-13,employed,f,71210,suburban,married,214,8.0,89,1.0,2,personal auto,personal l3,offer1,branch,1027.2,luxury car,small,a,2
655,ny55083,oregon,14083.97061,no,basic,college,2011-01-16,employed,f,74916,rural,single,62,8.0,34,4.0,2,personal auto,personal l1,offer1,branch,123.490337,two-door car,medsize,a,1
656,me11422,california,5085.023369,no,basic,college,2011-02-12,unemployed,m,0,suburban,married,72,15.0,18,1.0,3,personal auto,personal l3,offer3,agent,571.531582,four-door car,small,a,2
657,cc31456,arizona,6457.560953,no,extended,bachelor,2011-01-05,employed,m,37548,rural,married,81,12.0,9,0.0,3,special auto,special l2,offer2,web,160.598662,four-door car,medsize,a,1
658,sf11920,arizona,5607.253592,no,basic,college,2011-02-25,employed,f,39507,urban,married,70,32.0,17,0.0,5,corporate auto,corporate l1,offer1,web,283.743206,two-door car,medsize,a,2
659,zj73220,arizona,13092.58578,no,basic,college,2011-01-24,unemployed,f,0,suburban,single,188,35.0,82,0.0,7,special auto,special l2,offer1,call center,1353.6,luxury car,medsize,a,1
660,nk53902,oregon,6459.640843,no,extended,high school or below,2011-01-27,employed,m,23235,suburban,married,82,32.0,46,0.0,3,personal auto,personal l3,offer2,call center,483.482031,four-door car,large,a,1
661,eo74797,arizona,7840.646748,no,extended,bachelor,2011-01-24,unemployed,f,0,suburban,single,76,17.0,34,1.0,2,personal auto,personal l2,offer2,agent,364.8,four-door car,large,a,1
662,ys94121,california,5645.396665,no,basic,high school or below,2011-02-27,employed,m,50366,suburban,divorced,72,9.0,5,0.0,9,personal auto,personal l1,offer1,call center,428.734656,four-door car,small,a,2
663,vf58561,oregon,4995.211519,no,basic,bachelor,2011-02-08,employed,f,82413,suburban,divorced,62,12.0,79,0.0,3,personal auto,personal l3,offer1,agent,297.6,four-door car,medsize,a,2
664,dk41858,arizona,5791.610721,no,basic,college,2011-02-05,employed,f,80480,urban,married,72,6.0,55,0.0,7,personal auto,personal l3,offer3,agent,242.842607,four-door car,medsize,a,2
665,sm42781,arizona,14040.96476,no,basic,bachelor,2011-02-22,unemployed,f,0,urban,married,195,9.0,33,1.0,5,personal auto,personal l2,offer1,web,669.037562,luxury suv,small,a,2
666,rl12319,oregon,7484.383041,no,basic,high school or below,2011-01-15,employed,f,51692,suburban,married,186,12.0,28,0.0,1,special auto,special l3,offer1,agent,892.8,luxury car,medsize,a,1
667,uw68708,california,5009.595291,no,basic,bachelor,2011-01-20,unemployed,f,0,suburban,single,69,15.149070740488469,95,0.384256105867471,4,personal auto,personal l2,offer1,web,496.8,four-door car,medsize,a,1
668,kh58171,california,2551.226692,yes,basic,master,2011-01-19,employed,m,79751,suburban,married,63,15.0,67,0.0,1,personal auto,personal l3,offer3,web,392.235698,four-door car,medsize,a,1
669,av17528,nevada,9233.19066,no,basic,high school or below,2011-02-03,employed,f,42600,suburban,married,115,10.0,78,0.0,3,personal auto,personal l2,offer2,branch,660.136987,sports car,medsize,a,2
670,rl51023,california,4185.757242,no,basic,college,2011-02-16,unemployed,m,0,suburban,single,64,0.0,56,0.0,3,corporate auto,corporate l1,offer2,call center,492.644465,four-door car,small,a,2
671,ig12691,arizona,4490.549093,no,basic,bachelor,2011-01-19,unemployed,f,0,urban,single,64,13.0,11,0.0,3,personal auto,personal l2,offer1,agent,254.404622,two-door car,medsize,a,1
672,gj47397,oregon,38055.20953,no,basic,high school or below,2011-02-12,unemployed,m,0,suburban,married,115,21.0,78,0.0,2,special auto,special l2,offer2,agent,552.0,four-door car,medsize,a,2
673,eb34435,arizona,2996.139865,no,extended,high school or below,2011-01-22,unemployed,m,0,suburban,single,82,9.0,21,0.0,1,corporate auto,corporate l3,offer2,call center,590.4,four-door car,large,a,1
674,xx88364,california,8622.835375,yes,basic,bachelor,2011-02-18,employed,m,97361,suburban,single,73,6.0,85,0.0,2,corporate auto,corporate l3,offer1,agent,350.4,four-door car,medsize,a,2
675,dn30013,oregon,5568.889245,no,basic,college,2011-01-16,employed,f,53295,urban,married,70,12.0,97,0.0,8,personal auto,personal l3,offer3,branch,250.423844,four-door car,small,a,1
676,ym94448,arizona,4995.1712,no,basic,college,2011-01-11,retired,f,10787,suburban,divorced,71,33.0,25,0.0,8,personal auto,personal l2,offer1,agent,697.798804,two-door car,small,a,1
677,kr17533,oregon,3954.538361,no,basic,doctor,2011-02-27,employed,m,40175,rural,divorced,102,34.0,78,1.0,1,personal auto,personal l1,offer3,branch,154.721555,suv,medsize,a,2
678,sj87277,arizona,2685.425957,no,basic,high school or below,2011-01-08,employed,m,75329,rural,married,67,15.0,17,0.0,1,corporate auto,corporate l2,offer3,branch,45.905292,four-door car,large,a,1
679,ez41764,california,2498.963061,no,basic,bachelor,2011-02-26,employed,m,76792,suburban,married,62,12.0,27,0.0,1,personal auto,personal l2,offer3,agent,297.6,four-door car,medsize,a,2
680,ql45827,washington,25807.063,yes,extended,college,2011-02-13,employed,f,71210,suburban,married,214,8.0,89,1.0,2,personal auto,personal l1,offer1,branch,1027.2,luxury car,small,a,2
681,bi33231,california,5120.615661,no,extended,high school or below,2011-02-12,unemployed,f,0,urban,married,76,11.0,14,4.0,3,personal auto,personal l3,offer2,agent,277.220384,four-door car,medsize,a,2
682,qu53781,oregon,9192.592887,no,basic,high school or below,2011-02-08,employed,m,37388,suburban,married,117,30.0,21,0.0,5,corporate auto,corporate l1,offer4,branch,561.6,suv,medsize,a,2
